physician_id,physician_experience,question_id,question_uncertainty,question_order,Di,A,oe_used,Df,F,R,ts_Di_lock,ts_oe_start,ts_Df_lock,ts_F_lock,oe_time_seconds
P016,Fellow,Q044,Extrapolation-Required,40,D,D,Yes,D,,D,2026-05-17T11:13:57Z,2026-05-17T11:13:57Z,2026-05-17T11:15:17Z,,80
P016,Fellow,Q032,Evidence-Equipoise,41,E,E,No,,E,E,2026-05-17T11:16:02Z,,,2026-05-17T11:16:19Z,
P016,Fellow,Q010,Guideline-Direct,42,C,C,No,,C,C,2026-05-17T11:17:01Z,,,2026-05-17T11:17:25Z,
P016,Fellow,Q048,Extrapolation-Required,43,E,E,Yes,E,,E,2026-05-17T11:18:01Z,2026-05-17T11:18:01Z,2026-05-17T11:19:02Z,,61
P016,Fellow,Q002,Guideline-Direct,44,D,A,No,,D,B,2026-05-17T11:19:25Z,,,2026-05-17T11:19:40Z,
P016,Fellow,Q019,Evidence-Equipoise,45,B,B,Yes,B,,B,2026-05-17T11:20:07Z,2026-05-17T11:20:07Z,2026-05-17T11:21:26Z,,79
P016,Fellow,Q037,Extrapolation-Required,46,A,A,Yes,A,,A,2026-05-17T11:22:01Z,2026-05-17T11:22:01Z,2026-05-17T11:23:42Z,,101
P016,Fellow,Q042,Extrapolation-Required,47,C,A,Yes,A,,A,2026-05-17T11:24:29Z,2026-05-17T11:24:29Z,2026-05-17T11:25:48Z,,79
P016,Fellow,Q012,Guideline-Direct,48,D,D,Yes,D,,D,2026-05-17T11:26:27Z,2026-05-17T11:26:27Z,2026-05-17T11:27:20Z,,53
P016,Fellow,Q006,Guideline-Direct,49,A,D,No,,A,D,2026-05-17T11:28:00Z,,,2026-05-17T11:28:21Z,
P016,Fellow,Q016,Guideline-Direct,50,A,B,Yes,A,,A,2026-05-17T11:29:02Z,2026-05-17T11:29:02Z,2026-05-17T11:32:00Z,,178
P017,Fellow,Q043,Extrapolation-Required,1,E,E,Yes,D,,E,2026-05-17T13:00:39Z,2026-05-17T13:00:39Z,2026-05-17T13:02:51Z,,132
P017,Fellow,Q018,Evidence-Equipoise,2,B,A,Yes,D,,D,2026-05-17T13:03:26Z,2026-05-17T13:03:26Z,2026-05-17T13:04:46Z,,80
P017,Fellow,Q037,Extrapolation-Required,3,C,A,No,,C,A,2026-05-17T13:05:08Z,,,2026-05-17T13:05:29Z,
P017,Fellow,Q016,Guideline-Direct,4,B,A,Yes,B,,A,2026-05-17T13:06:23Z,2026-05-17T13:06:23Z,2026-05-17T13:07:32Z,,69
P017,Fellow,Q044,Extrapolation-Required,5,D,D,Yes,D,,D,2026-05-17T13:08:19Z,2026-05-17T13:08:19Z,2026-05-17T13:09:15Z,,56
P017,Fellow,Q030,Evidence-Equipoise,6,D,C,Yes,D,,D,2026-05-17T13:10:00Z,2026-05-17T13:10:00Z,2026-05-17T13:10:49Z,,49
P017,Fellow,Q035,Extrapolation-Required,7,A,A,No,,D,A,2026-05-17T13:11:17Z,,,2026-05-17T13:11:35Z,
P017,Fellow,Q012,Guideline-Direct,8,D,A,No,,D,D,2026-05-17T13:12:26Z,,,2026-05-17T13:12:47Z,
P017,Fellow,Q011,Guideline-Direct,9,B,B,Yes,B,,B,2026-05-17T13:13:41Z,2026-05-17T13:13:41Z,2026-05-17T13:14:27Z,,46
P017,Fellow,Q047,Extrapolation-Required,10,D,D,No,,D,D,2026-05-17T13:15:17Z,,,2026-05-17T13:15:38Z,
P017,Fellow,Q009,Guideline-Direct,11,A,A,Yes,C,,A,2026-05-17T13:16:13Z,2026-05-17T13:16:13Z,2026-05-17T13:18:33Z,,140
P017,Fellow,Q036,Extrapolation-Required,12,D,D,No,,D,D,2026-05-17T13:19:02Z,,,2026-05-17T13:19:08Z,
P017,Fellow,Q050,Extrapolation-Required,13,A,D,Yes,E,,A,2026-05-17T13:19:34Z,2026-05-17T13:19:34Z,2026-05-17T13:20:54Z,,80
P017,Fellow,Q008,Guideline-Direct,14,E,C,Yes,E,,E,2026-05-17T13:21:33Z,2026-05-17T13:21:33Z,2026-05-17T13:23:21Z,,108
P017,Fellow,Q028,Evidence-Equipoise,15,D,E,Yes,D,,E,2026-05-17T13:24:03Z,2026-05-17T13:24:03Z,2026-05-17T13:25:16Z,,73
P017,Fellow,Q015,Guideline-Direct,16,C,C,Yes,C,,C,2026-05-17T13:26:02Z,2026-05-17T13:26:02Z,2026-05-17T13:27:12Z,,70
P017,Fellow,Q034,Evidence-Equipoise,17,A,C,Yes,C,,C,2026-05-17T13:27:32Z,2026-05-17T13:27:32Z,2026-05-17T13:28:51Z,,79
P017,Fellow,Q003,Guideline-Direct,18,B,B,Yes,B,,B,2026-05-17T13:29:23Z,2026-05-17T13:29:23Z,2026-05-17T13:30:23Z,,60
P017,Fellow,Q010,Guideline-Direct,19,B,C,Yes,C,,C,2026-05-17T13:31:11Z,2026-05-17T13:31:11Z,2026-05-17T13:32:59Z,,108
P017,Fellow,Q021,Evidence-Equipoise,20,C,B,No,,C,B,2026-05-17T13:33:35Z,,,2026-05-17T13:33:44Z,
P017,Fellow,Q039,Extrapolation-Required,21,B,D,Yes,B,,B,2026-05-17T13:34:31Z,2026-05-17T13:34:31Z,2026-05-17T13:35:06Z,,35
P017,Fellow,Q049,Extrapolation-Required,22,C,C,No,,C,C,2026-05-17T13:35:55Z,,,2026-05-17T13:36:04Z,
P017,Fellow,Q026,Evidence-Equipoise,23,E,C,No,,E,C,2026-05-17T13:36:26Z,,,2026-05-17T13:36:50Z,
P017,Fellow,Q017,Guideline-Direct,24,A,D,Yes,D,,D,2026-05-17T13:37:31Z,2026-05-17T13:37:31Z,2026-05-17T13:38:20Z,,49
P017,Fellow,Q005,Guideline-Direct,25,C,C,Yes,C,,C,2026-05-17T13:38:56Z,2026-05-17T13:38:56Z,2026-05-17T13:42:44Z,,228
P017,Fellow,Q025,Evidence-Equipoise,26,C,C,Yes,C,,C,2026-05-17T13:43:18Z,2026-05-17T13:43:18Z,2026-05-17T13:44:36Z,,78
P017,Fellow,Q022,Evidence-Equipoise,27,A,A,No,,A,A,2026-05-17T13:45:14Z,,,2026-05-17T13:45:25Z,
P017,Fellow,Q020,Evidence-Equipoise,28,C,C,No,,C,C,2026-05-17T13:46:19Z,,,2026-05-17T13:46:43Z,
P017,Fellow,Q027,Evidence-Equipoise,29,C,C,Yes,C,,C,2026-05-17T13:47:18Z,2026-05-17T13:47:18Z,2026-05-17T13:48:16Z,,58
P017,Fellow,Q024,Evidence-Equipoise,30,B,D,Yes,D,,D,2026-05-17T13:48:47Z,2026-05-17T13:48:47Z,2026-05-17T13:52:24Z,,217
P017,Fellow,Q046,Extrapolation-Required,31,D,B,Yes,D,,B,2026-05-17T13:53:02Z,2026-05-17T13:53:02Z,2026-05-17T13:54:51Z,,109
P017,Fellow,Q007,Guideline-Direct,32,A,E,No,,A,E,2026-05-17T13:55:30Z,,,2026-05-17T13:55:41Z,
P017,Fellow,Q038,Extrapolation-Required,33,E,D,Yes,D,,D,2026-05-17T13:56:19Z,2026-05-17T13:56:19Z,2026-05-17T13:57:00Z,,41
P017,Fellow,Q042,Extrapolation-Required,34,A,A,Yes,A,,A,2026-05-17T13:57:25Z,2026-05-17T13:57:25Z,2026-05-17T13:58:06Z,,41
P017,Fellow,Q031,Evidence-Equipoise,35,E,E,Yes,E,,E,2026-05-17T13:58:50Z,2026-05-17T13:58:50Z,2026-05-17T14:01:07Z,,137
P017,Fellow,Q041,Extrapolation-Required,36,A,C,No,,A,E,2026-05-17T14:01:36Z,,,2026-05-17T14:01:55Z,
P017,Fellow,Q002,Guideline-Direct,37,E,D,Yes,E,,B,2026-05-17T14:02:39Z,2026-05-17T14:02:39Z,2026-05-17T14:05:01Z,,142
P017,Fellow,Q006,Guideline-Direct,38,B,D,No,,B,D,2026-05-17T14:05:53Z,,,2026-05-17T14:06:15Z,
P017,Fellow,Q033,Evidence-Equipoise,39,A,A,No,,A,A,2026-05-17T14:06:41Z,,,2026-05-17T14:06:58Z,
P017,Fellow,Q019,Evidence-Equipoise,40,A,C,Yes,A,,B,2026-05-17T14:07:52Z,2026-05-17T14:07:52Z,2026-05-17T14:09:06Z,,74
P017,Fellow,Q013,Guideline-Direct,41,C,C,No,,E,C,2026-05-17T14:09:29Z,,,2026-05-17T14:09:35Z,
P017,Fellow,Q040,Extrapolation-Required,42,C,C,Yes,C,,C,2026-05-17T14:10:15Z,2026-05-17T14:10:15Z,2026-05-17T14:11:24Z,,69
P017,Fellow,Q032,Evidence-Equipoise,43,E,E,Yes,E,,E,2026-05-17T14:12:14Z,2026-05-17T14:12:14Z,2026-05-17T14:13:08Z,,54
P017,Fellow,Q001,Guideline-Direct,44,D,B,Yes,D,,C,2026-05-17T14:13:34Z,2026-05-17T14:13:34Z,2026-05-17T14:15:08Z,,94
P017,Fellow,Q029,Evidence-Equipoise,45,B,B,No,,B,B,2026-05-17T14:16:01Z,,,2026-05-17T14:16:25Z,
P017,Fellow,Q014,Guideline-Direct,46,A,E,No,,A,C,2026-05-17T14:16:50Z,,,2026-05-17T14:16:56Z,
P017,Fellow,Q045,Extrapolation-Required,47,C,A,Yes,E,,E,2026-05-17T14:17:33Z,2026-05-17T14:17:33Z,2026-05-17T14:19:16Z,,103
P017,Fellow,Q004,Guideline-Direct,48,B,B,No,,B,B,2026-05-17T14:19:55Z,,,2026-05-17T14:20:03Z,
P017,Fellow,Q048,Extrapolation-Required,49,C,E,Yes,E,,E,2026-05-17T14:20:28Z,2026-05-17T14:20:28Z,2026-05-17T14:22:19Z,,111
P017,Fellow,Q023,Evidence-Equipoise,50,C,C,Yes,C,,C,2026-05-17T14:23:01Z,2026-05-17T14:23:01Z,2026-05-17T14:25:53Z,,172
P018,Fellow,Q048,Extrapolation-Required,1,E,D,Yes,E,,E,2026-05-17T16:00:24Z,2026-05-17T16:00:24Z,2026-05-17T16:02:09Z,,105
P018,Fellow,Q025,Evidence-Equipoise,2,D,D,Yes,C,,C,2026-05-17T16:02:45Z,2026-05-17T16:02:45Z,2026-05-17T16:04:10Z,,85
P018,Fellow,Q012,Guideline-Direct,3,D,D,No,,A,D,2026-05-17T16:04:38Z,,,2026-05-17T16:04:55Z,
P018,Fellow,Q049,Extrapolation-Required,4,C,E,Yes,C,,C,2026-05-17T16:05:24Z,2026-05-17T16:05:24Z,2026-05-17T16:06:59Z,,95
P018,Fellow,Q018,Evidence-Equipoise,5,D,E,No,,D,D,2026-05-17T16:07:51Z,,,2026-05-17T16:08:11Z,
P018,Fellow,Q033,Evidence-Equipoise,6,E,E,Yes,E,,A,2026-05-17T16:09:05Z,2026-05-17T16:09:05Z,2026-05-17T16:10:16Z,,71
P018,Fellow,Q032,Evidence-Equipoise,7,E,E,Yes,E,,E,2026-05-17T16:10:58Z,2026-05-17T16:10:58Z,2026-05-17T16:12:47Z,,109
P018,Fellow,Q009,Guideline-Direct,8,D,A,Yes,D,,A,2026-05-17T16:13:20Z,2026-05-17T16:13:20Z,2026-05-17T16:14:16Z,,56
P018,Fellow,Q029,Evidence-Equipoise,9,B,A,Yes,B,,B,2026-05-17T16:14:51Z,2026-05-17T16:14:51Z,2026-05-17T16:16:56Z,,125
P018,Fellow,Q041,Extrapolation-Required,10,E,B,Yes,E,,E,2026-05-17T16:17:20Z,2026-05-17T16:17:20Z,2026-05-17T16:18:14Z,,54
P018,Fellow,Q039,Extrapolation-Required,11,C,B,Yes,B,,B,2026-05-17T16:18:54Z,2026-05-17T16:18:54Z,2026-05-17T16:20:29Z,,95
P018,Fellow,Q008,Guideline-Direct,12,E,B,Yes,E,,E,2026-05-17T16:20:48Z,2026-05-17T16:20:48Z,2026-05-17T16:23:04Z,,136
P018,Fellow,Q050,Extrapolation-Required,13,A,E,No,,A,A,2026-05-17T16:23:31Z,,,2026-05-17T16:23:41Z,
P018,Fellow,Q017,Guideline-Direct,14,B,D,No,,B,D,2026-05-17T16:24:17Z,,,2026-05-17T16:24:24Z,
P018,Fellow,Q019,Evidence-Equipoise,15,D,B,No,,D,B,2026-05-17T16:25:14Z,,,2026-05-17T16:25:19Z,
P018,Fellow,Q035,Extrapolation-Required,16,A,A,Yes,A,,A,2026-05-17T16:25:52Z,2026-05-17T16:25:52Z,2026-05-17T16:27:41Z,,109
P018,Fellow,Q010,Guideline-Direct,17,D,C,Yes,D,,C,2026-05-17T16:28:30Z,2026-05-17T16:28:30Z,2026-05-17T16:31:39Z,,189
P018,Fellow,Q016,Guideline-Direct,18,A,A,Yes,A,,A,2026-05-17T16:32:09Z,2026-05-17T16:32:09Z,2026-05-17T16:35:31Z,,202
P018,Fellow,Q006,Guideline-Direct,19,C,B,Yes,D,,D,2026-05-17T16:36:06Z,2026-05-17T16:36:06Z,2026-05-17T16:37:24Z,,78
P018,Fellow,Q001,Guideline-Direct,20,A,C,No,,E,C,2026-05-17T16:38:18Z,,,2026-05-17T16:38:40Z,
P018,Fellow,Q014,Guideline-Direct,21,E,C,Yes,C,,C,2026-05-17T16:39:09Z,2026-05-17T16:39:09Z,2026-05-17T16:41:41Z,,152
P018,Fellow,Q011,Guideline-Direct,22,B,B,No,,B,B,2026-05-17T16:42:22Z,,,2026-05-17T16:42:39Z,
P018,Fellow,Q015,Guideline-Direct,23,C,B,Yes,C,,C,2026-05-17T16:43:06Z,2026-05-17T16:43:06Z,2026-05-17T16:44:13Z,,67
P018,Fellow,Q030,Evidence-Equipoise,24,C,D,Yes,C,,D,2026-05-17T16:44:40Z,2026-05-17T16:44:40Z,2026-05-17T16:45:05Z,,25
P018,Fellow,Q005,Guideline-Direct,25,C,C,No,,C,C,2026-05-17T16:45:27Z,,,2026-05-17T16:45:52Z,
P018,Fellow,Q004,Guideline-Direct,26,B,B,No,,B,B,2026-05-17T16:46:18Z,,,2026-05-17T16:46:40Z,
P018,Fellow,Q046,Extrapolation-Required,27,B,B,Yes,B,,B,2026-05-17T16:47:24Z,2026-05-17T16:47:24Z,2026-05-17T16:49:27Z,,123
P018,Fellow,Q026,Evidence-Equipoise,28,C,C,Yes,C,,C,2026-05-17T16:49:50Z,2026-05-17T16:49:50Z,2026-05-17T16:51:14Z,,84
P018,Fellow,Q044,Extrapolation-Required,29,A,E,Yes,A,,D,2026-05-17T16:51:57Z,2026-05-17T16:51:57Z,2026-05-17T16:53:44Z,,107
P018,Fellow,Q045,Extrapolation-Required,30,C,E,No,,C,E,2026-05-17T16:54:15Z,,,2026-05-17T16:54:22Z,
P018,Fellow,Q037,Extrapolation-Required,31,A,A,No,,A,A,2026-05-17T16:54:55Z,,,2026-05-17T16:55:04Z,
P018,Fellow,Q007,Guideline-Direct,32,B,D,No,,B,E,2026-05-17T16:55:51Z,,,2026-05-17T16:56:09Z,
P018,Fellow,Q022,Evidence-Equipoise,33,A,A,No,,A,A,2026-05-17T16:56:35Z,,,2026-05-17T16:56:47Z,
P018,Fellow,Q013,Guideline-Direct,34,E,C,Yes,C,,C,2026-05-17T16:57:19Z,2026-05-17T16:57:19Z,2026-05-17T16:58:25Z,,66
P018,Fellow,Q036,Extrapolation-Required,35,A,D,No,,A,D,2026-05-17T16:59:06Z,,,2026-05-17T16:59:13Z,
P018,Fellow,Q038,Extrapolation-Required,36,D,D,Yes,D,,D,2026-05-17T17:00:06Z,2026-05-17T17:00:06Z,2026-05-17T17:01:03Z,,57
P018,Fellow,Q024,Evidence-Equipoise,37,E,C,No,,E,D,2026-05-17T17:01:34Z,,,2026-05-17T17:01:52Z,
P018,Fellow,Q028,Evidence-Equipoise,38,B,E,Yes,E,,E,2026-05-17T17:02:41Z,2026-05-17T17:02:41Z,2026-05-17T17:03:50Z,,69
P018,Fellow,Q027,Evidence-Equipoise,39,B,C,Yes,B,,C,2026-05-17T17:04:20Z,2026-05-17T17:04:20Z,2026-05-17T17:04:57Z,,37
P018,Fellow,Q042,Extrapolation-Required,40,D,A,Yes,A,,A,2026-05-17T17:05:32Z,2026-05-17T17:05:32Z,2026-05-17T17:07:34Z,,122
P018,Fellow,Q031,Evidence-Equipoise,41,B,E,No,,B,E,2026-05-17T17:08:26Z,,,2026-05-17T17:08:49Z,
P018,Fellow,Q043,Extrapolation-Required,42,B,D,Yes,E,,E,2026-05-17T17:09:32Z,2026-05-17T17:09:32Z,2026-05-17T17:11:55Z,,143
P018,Fellow,Q020,Evidence-Equipoise,43,B,C,No,,B,C,2026-05-17T17:12:24Z,,,2026-05-17T17:12:43Z,
P018,Fellow,Q023,Evidence-Equipoise,44,C,C,Yes,C,,C,2026-05-17T17:13:12Z,2026-05-17T17:13:12Z,2026-05-17T17:16:39Z,,207
P018,Fellow,Q034,Evidence-Equipoise,45,B,C,No,,B,C,2026-05-17T17:17:23Z,,,2026-05-17T17:17:45Z,
P018,Fellow,Q021,Evidence-Equipoise,46,B,B,No,,B,B,2026-05-17T17:18:08Z,,,2026-05-17T17:18:24Z,
P018,Fellow,Q040,Extrapolation-Required,47,C,A,Yes,C,,C,2026-05-17T17:18:58Z,2026-05-17T17:18:58Z,2026-05-17T17:19:35Z,,37
P018,Fellow,Q047,Extrapolation-Required,48,D,B,Yes,D,,D,2026-05-17T17:20:02Z,2026-05-17T17:20:02Z,2026-05-17T17:21:58Z,,116
P018,Fellow,Q003,Guideline-Direct,49,B,B,No,,B,B,2026-05-17T17:22:28Z,,,2026-05-17T17:22:36Z,
P018,Fellow,Q002,Guideline-Direct,50,E,B,No,,E,B,2026-05-17T17:23:27Z,,,2026-05-17T17:23:40Z,
P019,Fellow,Q002,Guideline-Direct,1,D,B,Yes,B,,B,2026-05-17T19:00:22Z,2026-05-17T19:00:22Z,2026-05-17T19:01:28Z,,66
P019,Fellow,Q016,Guideline-Direct,2,A,A,Yes,C,,A,2026-05-17T19:01:49Z,2026-05-17T19:01:49Z,2026-05-17T19:02:28Z,,39
P019,Fellow,Q049,Extrapolation-Required,3,E,C,No,,E,C,2026-05-17T19:03:13Z,,,2026-05-17T19:03:36Z,
P019,Fellow,Q024,Evidence-Equipoise,4,D,D,No,,D,D,2026-05-17T19:04:07Z,,,2026-05-17T19:04:24Z,
P019,Fellow,Q013,Guideline-Direct,5,C,C,Yes,C,,C,2026-05-17T19:04:47Z,2026-05-17T19:04:47Z,2026-05-17T19:06:08Z,,81
P019,Fellow,Q039,Extrapolation-Required,6,C,E,Yes,B,,B,2026-05-17T19:06:39Z,2026-05-17T19:06:39Z,2026-05-17T19:07:30Z,,51
P019,Fellow,Q042,Extrapolation-Required,7,B,C,Yes,A,,A,2026-05-17T19:08:14Z,2026-05-17T19:08:14Z,2026-05-17T19:08:59Z,,45
P019,Fellow,Q027,Evidence-Equipoise,8,C,C,Yes,C,,C,2026-05-17T19:09:38Z,2026-05-17T19:09:38Z,2026-05-17T19:10:45Z,,67
P019,Fellow,Q025,Evidence-Equipoise,9,C,C,Yes,C,,C,2026-05-17T19:11:13Z,2026-05-17T19:11:13Z,2026-05-17T19:13:15Z,,122
P019,Fellow,Q020,Evidence-Equipoise,10,C,C,Yes,C,,C,2026-05-17T19:13:46Z,2026-05-17T19:13:46Z,2026-05-17T19:14:43Z,,57
P019,Fellow,Q035,Extrapolation-Required,11,B,A,Yes,B,,A,2026-05-17T19:15:17Z,2026-05-17T19:15:17Z,2026-05-17T19:16:39Z,,82
P019,Fellow,Q012,Guideline-Direct,12,E,C,Yes,D,,D,2026-05-17T19:17:27Z,2026-05-17T19:17:27Z,2026-05-17T19:19:10Z,,103
P019,Fellow,Q019,Evidence-Equipoise,13,B,B,No,,B,B,2026-05-17T19:19:46Z,,,2026-05-17T19:19:54Z,
P019,Fellow,Q034,Evidence-Equipoise,14,C,E,Yes,C,,C,2026-05-17T19:20:29Z,2026-05-17T19:20:29Z,2026-05-17T19:21:25Z,,56
P019,Fellow,Q041,Extrapolation-Required,15,B,E,Yes,E,,E,2026-05-17T19:22:13Z,2026-05-17T19:22:13Z,2026-05-17T19:23:01Z,,48
P019,Fellow,Q026,Evidence-Equipoise,16,C,C,Yes,C,,C,2026-05-17T19:23:28Z,2026-05-17T19:23:28Z,2026-05-17T19:24:37Z,,69
P019,Fellow,Q037,Extrapolation-Required,17,A,B,Yes,A,,A,2026-05-17T19:25:19Z,2026-05-17T19:25:19Z,2026-05-17T19:27:06Z,,107
P019,Fellow,Q005,Guideline-Direct,18,C,C,Yes,C,,C,2026-05-17T19:27:47Z,2026-05-17T19:27:47Z,2026-05-17T19:28:42Z,,55
P019,Fellow,Q014,Guideline-Direct,19,D,C,No,,D,C,2026-05-17T19:29:33Z,,,2026-05-17T19:29:53Z,
P019,Fellow,Q017,Guideline-Direct,20,C,D,Yes,D,,D,2026-05-17T19:30:29Z,2026-05-17T19:30:29Z,2026-05-17T19:32:56Z,,147
P019,Fellow,Q043,Extrapolation-Required,21,E,E,Yes,E,,E,2026-05-17T19:33:41Z,2026-05-17T19:33:41Z,2026-05-17T19:35:39Z,,118
P019,Fellow,Q018,Evidence-Equipoise,22,B,D,Yes,B,,D,2026-05-17T19:36:17Z,2026-05-17T19:36:17Z,2026-05-17T19:37:47Z,,90
P019,Fellow,Q029,Evidence-Equipoise,23,E,B,No,,A,B,2026-05-17T19:38:23Z,,,2026-05-17T19:38:48Z,
P019,Fellow,Q046,Extrapolation-Required,24,B,D,Yes,E,,B,2026-05-17T19:39:23Z,2026-05-17T19:39:23Z,2026-05-17T19:41:17Z,,114
P019,Fellow,Q045,Extrapolation-Required,25,B,D,No,,B,E,2026-05-17T19:41:56Z,,,2026-05-17T19:42:15Z,
P019,Fellow,Q003,Guideline-Direct,26,D,B,Yes,B,,B,2026-05-17T19:42:46Z,2026-05-17T19:42:46Z,2026-05-17T19:45:29Z,,163
P019,Fellow,Q021,Evidence-Equipoise,27,B,A,Yes,B,,B,2026-05-17T19:46:02Z,2026-05-17T19:46:02Z,2026-05-17T19:47:21Z,,79
P019,Fellow,Q050,Extrapolation-Required,28,A,A,Yes,A,,A,2026-05-17T19:47:51Z,2026-05-17T19:47:51Z,2026-05-17T19:48:20Z,,29
P019,Fellow,Q047,Extrapolation-Required,29,A,A,Yes,A,,D,2026-05-17T19:49:04Z,2026-05-17T19:49:04Z,2026-05-17T19:50:14Z,,70
P019,Fellow,Q004,Guideline-Direct,30,B,B,Yes,B,,B,2026-05-17T19:50:50Z,2026-05-17T19:50:50Z,2026-05-17T19:54:32Z,,222
P019,Fellow,Q008,Guideline-Direct,31,B,E,Yes,E,,E,2026-05-17T19:55:02Z,2026-05-17T19:55:02Z,2026-05-17T19:55:56Z,,54
P019,Fellow,Q011,Guideline-Direct,32,E,C,Yes,B,,B,2026-05-17T19:56:34Z,2026-05-17T19:56:34Z,2026-05-17T19:58:00Z,,86
P019,Fellow,Q023,Evidence-Equipoise,33,B,A,Yes,B,,C,2026-05-17T19:58:50Z,2026-05-17T19:58:50Z,2026-05-17T20:00:20Z,,90
P019,Fellow,Q033,Evidence-Equipoise,34,A,A,Yes,B,,A,2026-05-17T20:00:53Z,2026-05-17T20:00:53Z,2026-05-17T20:01:44Z,,51
P019,Fellow,Q030,Evidence-Equipoise,35,E,D,Yes,E,,D,2026-05-17T20:02:12Z,2026-05-17T20:02:12Z,2026-05-17T20:03:07Z,,55
P019,Fellow,Q006,Guideline-Direct,36,D,D,No,,D,D,2026-05-17T20:03:43Z,,,2026-05-17T20:04:03Z,
P019,Fellow,Q044,Extrapolation-Required,37,C,A,No,,C,D,2026-05-17T20:04:34Z,,,2026-05-17T20:04:58Z,
P019,Fellow,Q032,Evidence-Equipoise,38,C,D,No,,C,E,2026-05-17T20:05:43Z,,,2026-05-17T20:06:02Z,
P019,Fellow,Q022,Evidence-Equipoise,39,C,A,Yes,A,,A,2026-05-17T20:06:54Z,2026-05-17T20:06:54Z,2026-05-17T20:07:52Z,,58
P019,Fellow,Q015,Guideline-Direct,40,A,B,Yes,C,,C,2026-05-17T20:08:31Z,2026-05-17T20:08:31Z,2026-05-17T20:09:52Z,,81
P019,Fellow,Q048,Extrapolation-Required,41,E,E,Yes,E,,E,2026-05-17T20:10:38Z,2026-05-17T20:10:38Z,2026-05-17T20:11:19Z,,41
P019,Fellow,Q036,Extrapolation-Required,42,D,D,Yes,D,,D,2026-05-17T20:12:07Z,2026-05-17T20:12:07Z,2026-05-17T20:13:55Z,,108
P019,Fellow,Q007,Guideline-Direct,43,D,E,Yes,D,,E,2026-05-17T20:14:48Z,2026-05-17T20:14:48Z,2026-05-17T20:15:55Z,,67
P019,Fellow,Q010,Guideline-Direct,44,B,C,No,,B,C,2026-05-17T20:16:33Z,,,2026-05-17T20:16:49Z,
P019,Fellow,Q040,Extrapolation-Required,45,C,C,Yes,E,,C,2026-05-17T20:17:24Z,2026-05-17T20:17:24Z,2026-05-17T20:18:00Z,,36
P019,Fellow,Q009,Guideline-Direct,46,E,A,Yes,A,,A,2026-05-17T20:18:31Z,2026-05-17T20:18:31Z,2026-05-17T20:19:49Z,,78
P019,Fellow,Q001,Guideline-Direct,47,A,C,Yes,A,,C,2026-05-17T20:20:35Z,2026-05-17T20:20:35Z,2026-05-17T20:24:10Z,,215
P019,Fellow,Q031,Evidence-Equipoise,48,E,E,Yes,E,,E,2026-05-17T20:24:47Z,2026-05-17T20:24:47Z,2026-05-17T20:25:33Z,,46
P019,Fellow,Q038,Extrapolation-Required,49,D,B,Yes,D,,D,2026-05-17T20:26:19Z,2026-05-17T20:26:19Z,2026-05-17T20:27:18Z,,59
P019,Fellow,Q028,Evidence-Equipoise,50,E,E,No,,E,E,2026-05-17T20:27:55Z,,,2026-05-17T20:28:14Z,
P020,Fellow,Q032,Evidence-Equipoise,1,D,E,No,,D,E,2026-05-17T22:00:43Z,,,2026-05-17T22:01:07Z,
P020,Fellow,Q013,Guideline-Direct,2,C,C,Yes,C,,C,2026-05-17T22:01:33Z,2026-05-17T22:01:33Z,2026-05-17T22:03:20Z,,107
P020,Fellow,Q015,Guideline-Direct,3,E,C,No,,E,C,2026-05-17T22:03:53Z,,,2026-05-17T22:04:15Z,
P020,Fellow,Q042,Extrapolation-Required,4,E,B,Yes,A,,A,2026-05-17T22:05:04Z,2026-05-17T22:05:04Z,2026-05-17T22:06:47Z,,103
P020,Fellow,Q020,Evidence-Equipoise,5,E,C,Yes,C,,C,2026-05-17T22:07:36Z,2026-05-17T22:07:36Z,2026-05-17T22:09:07Z,,91
P020,Fellow,Q018,Evidence-Equipoise,6,D,D,Yes,C,,D,2026-05-17T22:09:32Z,2026-05-17T22:09:32Z,2026-05-17T22:11:08Z,,96
P020,Fellow,Q050,Extrapolation-Required,7,A,A,Yes,A,,A,2026-05-17T22:11:43Z,2026-05-17T22:11:43Z,2026-05-17T22:13:03Z,,80
P020,Fellow,Q022,Evidence-Equipoise,8,A,A,No,,A,A,2026-05-17T22:13:45Z,,,2026-05-17T22:13:58Z,
P020,Fellow,Q046,Extrapolation-Required,9,B,A,No,,B,B,2026-05-17T22:14:21Z,,,2026-05-17T22:14:40Z,
P020,Fellow,Q039,Extrapolation-Required,10,B,B,Yes,B,,B,2026-05-17T22:15:30Z,2026-05-17T22:15:30Z,2026-05-17T22:16:29Z,,59
P020,Fellow,Q016,Guideline-Direct,11,A,A,No,,A,A,2026-05-17T22:17:15Z,,,2026-05-17T22:17:35Z,
P020,Fellow,Q034,Evidence-Equipoise,12,C,C,No,,C,C,2026-05-17T22:17:56Z,,,2026-05-17T22:18:20Z,
P020,Fellow,Q028,Evidence-Equipoise,13,E,A,Yes,E,,E,2026-05-17T22:18:50Z,2026-05-17T22:18:50Z,2026-05-17T22:20:12Z,,82
P020,Fellow,Q038,Extrapolation-Required,14,D,B,Yes,D,,D,2026-05-17T22:20:50Z,2026-05-17T22:20:50Z,2026-05-17T22:21:41Z,,51
